fbase,qrunid,SIDTIME,LSTEND,HA,HAEND,AIRMASS,TELALT,TELAZ,CRVAL1,CRVAL2,JDTDB,OBS_X,OBS_Y,OBS_Z,OBS_VX,OBS_VY,OBS_VZ
wircam_H2_1644700p_fixed.fits.fz.fcat,13AQ12,18:46:53.86,18:47:04.04,-0:51:29.78,-0:51:19.60,1.059,70.9268,33.9419,294.581040000,35.1436130000,2456502.86200052,0.5997964750170286,-0.7539186532808415,-0.3268836727712299,0.01385913968899178,0.009311806403289496,0.004015016110859272
wircam_H2_1644701p_fixed.fits.fz.fcat,13AQ12,18:47:16.77,18:47:26.90,-0:51:04.43,-0:50:54.30,1.059,70.9871,33.7625,294.570840000,35.1352930000,2456502.86226502,0.5998001407424867,-0.7539161902459186,-0.3268826107961945,0.01385901046854617,0.009312275775870427,0.004015040707071761
wircam_H2_1644702p_fixed.fits.fz.fcat,13AQ12,18:47:41.74,18:47:51.87,-0:50:49.23,-0:50:39.10,1.058,71.0462,33.7041,294.611580000,35.1019340000,2456502.86255322,0.5998041348888818,-0.7539135063744051,-0.3268814536576145,0.01385886890152452,0.009312786973469081,0.004015067497643587
wircam_H2_1644703p_fixed.fits.fz.fcat,13AQ12,18:48:10.42,18:48:20.75,-0:50:19.08,-0:50:08.75,1.058,71.0837,33.3842,294.605510000,35.1385940000,2456502.86288422,0.5998087221474695,-0.7539104237447493,-0.326880124665165,0.01385870518821767,0.009313373845620455,0.004015098284769466
wircam_H2_1644704p_fixed.fits.fz.fcat,13AQ12,18:48:31.12,18:48:41.15,-0:49:51.55,-0:49:41.52,1.057,71.1753,33.2357,294.576940000,35.0986090000,2456502.86312322,0.599812034363746,-0.7539081977978193,-0.3268791650540443,0.01385858645487089,0.009313797568477023,0.004015120532400576
wircam_H2_1644705p_fixed.fits.fz.fcat,13AQ12,18:48:53.83,18:49:03.81,-0:49:26.39,-0:49:16.41,1.057,71.2077,32.9846,294.566780000,35.1236000000,2456502.86338532,0.5998156666821315,-0.7539057565905892,-0.3268781126877543,0.01385845548070034,0.009314262050016056,0.004015144903889518
wircam_H2_1644706p_fixed.fits.fz.fcat,13AQ12,18:49:18.50,18:49:28.58,-0:49:13.46,-0:49:03.38,1.057,71.2442,32.8939,294.615660000,35.1136070000,2456502.86367002,0.599819612164061,-0.7539031047483982,-0.3268769695722355,0.01385831240670902,0.009314766303216485,0.00401517138601726
wircam_H2_1644707p_fixed.fits.fz.fcat,13AQ12,18:49:43.97,18:49:54.10,-0:48:40.65,-0:48:30.52,1.056,71.2998,32.5917,294.585140000,35.1303110000,2456502.86396402,0.5998236864861846,-0.7539003661304989,-0.326875789107812,0.01385816394816528,0.009315287044956353,0.004015198731788437
wircam_H2_1644708p_fixed.fits.fz.fcat,13AQ12,18:50:08.63,18:50:18.56,-0:48:18.93,-0:48:09.00,1.056,71.3649,32.4516,294.597340000,35.1069010000,2456502.86424872,0.5998276318848882,-0.7538977139965393,-0.3268746459769681,0.01385801938482968,0.009315791042588829,0.00401522521391618
wircam_H2_1644709p_fixed.fits.fz.fcat,13AQ12,18:50:30.19,18:50:40.32,-0:47:58.83,-0:47:48.70,1.056,71.3889,32.2453,294.603460000,35.1285960000,2456502.86449752,0.5998310797442428,-0.7538953961729988,-0.3268736469860767,0.01385789220011501,0.009316231253984833,0.004015248351628788
wircam_H2_1644710p_fixed.fits.fz.fcat,13AQ12,18:50:54.96,18:51:05.14,-0:47:28.20,-0:47:18.02,1.055,71.4692,32.0210,294.579000000,35.1085710000,2456502.86478342,0.5998350416947131,-0.75389273259014,-0.3268724990227664,0.01385774560986114,0.009316737172783314,0.004015274952727819
wircam_H2_1644711p_fixed.fits.fz.fcat,13AQ12,18:51:20.73,18:51:31.05,-0:47:04.38,-0:46:54.06,1.055,71.5302,31.8419,294.587120000,35.0952790000,2456502.86508082,0.5998391629654641,-0.7538899617142882,-0.3268713048758774,0.01385759212808518,0.009317263149259913,0.004015302620162112
wircam_H2_1644712p_fixed.fits.fz.fcat,13AQ12,18:51:41.53,18:51:51.61,-0:46:45.54,-0:46:35.46,1.055,71.5302,31.5971,294.595300000,35.1419390000,2456502.86532092,0.5998424901583069,-0.7538877245885112,-0.3268703407990602,0.01385746758717694,0.009317687559506151,0.004015324947107414
wircam_H2_1644713p_fixed.fits.fz.fcat,13AQ12,18:52:07.30,18:52:17.48,-0:46:20.74,-0:46:10.56,1.055,71.6015,31.4287,294.599350000,35.1169430000,2456502.86561842,0.599846612731881,-0.7538849524982255,-0.3268691462357611,0.01385731240455218,0.009318213342103613,0.004015352627760738
wircam_H2_1644714p_fixed.fits.fz.fcat,13AQ12,18:52:35.03,18:52:45.05,-0:45:49.10,-0:45:39.08,1.054,71.6636,31.1444,294.583080000,35.1202430000,2456502.86593842,0.5998510470450243,-0.7538819705795086,-0.3268678613181604,0.01385714466384687,0.009318778702483335,0.004015382401427486
wircam_H2_1644715p_fixed.fits.fz.fcat,13AQ12,18:52:54.63,18:53:04.70,-0:45:35.86,-0:45:25.79,1.054,71.6790,31.0092,294.609540000,35.1335770000,2456502.86616462,0.5998541815177378,-0.7538798626265446,-0.3268669530362602,0.01385702537530074,0.00931917811994612,0.004015403454939359
wircam_H2_1644716p_fixed.fits.fz.fcat,13AQ12,18:53:18.09,18:53:28.07,-0:45:03.59,-0:44:53.61,1.053,71.7690,30.7771,294.572850000,35.1036250000,2456502.86643552,0.5998579353664572,-0.7538773379964395,-0.3268658652600672,0.0138568820281161,0.009319656446218159,0.004015428663633671
wircam_J_1658814p_fixed.fits.fz.fcat,13BQ06,21:24:36.35,21:25:01.81,1:46:10.26,1:46:35.72,1.131,62.0751,308.7023,294.591260000,35.1182830000,2456578.763794815,0.9387070861276656,0.309230512755144,0.1339884400874151,-0.00597357170419856,0.01497837928718855,0.006407773829532156
wircam_J_1659136p_fixed.fits.fz.fcat,13BQ06,21:21:46.31,21:22:11.68,1:43:20.23,1:43:45.60,1.126,62.5949,309.2646,294.591200000,35.1182320000,2456579.759101714,0.9324652188766218,0.3238952027990903,0.1403459174161937,-0.00624737051986725,0.01488060442506519,0.006366418514863218
wircam_J_1659137p_fixed.fits.fz.fcat,13BQ06,21:22:25.86,21:22:51.03,1:44:07.11,1:44:32.28,1.127,62.4547,309.0887,294.560680000,35.1098890000,2456579.759558314,0.9324623661705095,0.3239019973787869,0.1403488243186377,-0.00624805729265094,0.01488102349482244,0.006366399931107186
wircam_J_1659138p_fixed.fits.fz.fcat,13BQ06,21:23:05.02,21:23:30.24,1:44:36.49,1:45:01.71,1.128,62.3729,308.9591,294.601390000,35.0932090000,2456579.760010215,0.9324595425195985,0.3239087222067045,0.1403517012906068,-0.00624873828431123,0.01488143664685963,0.006366381547839808
wircam_J_1659139p_fixed.fits.fz.fcat,13BQ06,21:23:44.27,21:24:09.44,1:45:10.84,1:45:36.01,1.129,62.2535,308.9117,294.621770000,35.1265780000,2456579.760463315,0.9324567110613289,0.3239154650792159,0.1403545858939121,-0.00624942241328848,0.0148818492965736,0.00636636309847727
wircam_J_1659140p_fixed.fits.fz.fcat,13BQ06,21:24:22.48,21:24:47.79,1:45:58.84,1:46:24.15,1.130,62.0996,308.7883,294.581030000,35.1432170000,2456579.760904314,0.932453954919013,0.3239220280629866,0.1403573934560583,-0.0062500895337777,0.01488224939701971,0.006366345147031608
wircam_J_1659141p_fixed.fits.fz.fcat,13BQ06,21:24:59.22,21:25:24.79,1:46:38.02,1:47:03.59,1.132,61.9855,308.6487,294.570880000,35.1349290000,2456579.761328515,0.9324513034947329,0.3239283411945569,0.140360094056007,-0.00625073238412389,0.01488263286351703,0.006366327889585135
wircam_J_1659142p_fixed.fits.fz.fcat,13BQ06,21:25:38.83,21:26:04.20,1:47:07.85,1:47:33.22,1.133,61.9074,308.4890,294.611590000,35.1015310000,2456579.761785615,0.9324484461263907,0.3239351441402044,0.140363004100251,-0.00625142638331181,0.0148830444424894,0.006366309297016415
wircam_J_1659143p_fixed.fits.fz.fcat,13BQ06,21:26:17.48,21:26:42.80,1:47:47.97,1:48:13.29,1.134,61.7666,308.4312,294.605500000,35.1381810000,2456579.762231815,0.9324456565885858,0.3239417850439755,0.1403658447434038,-0.0062521050836732,0.01488344465750046,0.006366291142878927
wircam_J_1659144p_fixed.fits.fz.fcat,13BQ06,21:26:59.25,21:27:25.11,1:48:36.58,1:49:02.44,1.135,61.6365,308.2066,294.576970000,35.0982290000,2456579.762713815,0.9324426428969689,0.3239489589681808,0.1403689132910246,-0.00625283962122639,0.01488387519697127,0.006366271528038388
wircam_J_1659145p_fixed.fits.fz.fcat,13BQ06,21:27:38.05,21:28:03.12,1:49:17.83,1:49:42.90,1.137,61.4979,308.1268,294.566770000,35.1232430000,2456579.763161715,0.9324398420970211,0.3239556255451517,0.140371764739948,-0.00625352345057224,0.01488427366266374,0.00636625330780574
wircam_J_1659146p_fixed.fits.fz.fcat,13BQ06,21:28:15.10,21:28:40.47,1:49:43.14,1:50:08.51,1.138,61.4238,308.0311,294.615640000,35.1132210000,2456579.763589315,0.9324371679506157,0.3239619901415817,0.1403744869461186,-0.00625417756353383,0.01488465258622035,0.006366235902746741
wircam_J_1659147p_fixed.fits.fz.fcat,13BQ06,21:28:51.19,21:29:16.41,1:50:26.57,1:50:51.79,1.139,61.2823,307.9332,294.585090000,35.1298930000,2456579.764006014,0.9324345617018563,0.3239681926530185,0.140377139753095,-0.00625481598991059,0.01488502045866608,0.006366218960353867
wircam_J_1659148p_fixed.fits.fz.fcat,13BQ06,21:29:28.50,21:29:53.71,1:51:00.95,1:51:26.16,1.140,61.1868,307.7871,294.597310000,35.1065350000,2456579.764436515,0.9324318688613742,0.323974600735933,0.140379880406613,-0.00625547669476287,0.01488539908699764,0.006366201453948954
wircam_J_1659149p_fixed.fits.fz.fcat,13BQ06,21:30:05.54,21:30:30.86,1:51:36.52,1:52:01.84,1.142,61.0671,307.7228,294.603470000,35.1282010000,2456579.764864115,0.9324291938790443,0.3239809658126634,0.1403826025906118,-0.00625613413892056,0.01488577367030535,0.006366184062108989
wircam_J_1659150p_fixed.fits.fz.fcat,13BQ06,21:30:47.21,21:31:12.67,1:52:24.05,1:52:49.51,1.143,60.9266,307.5458,294.579010000,35.1082580000,2456579.765345015,0.9324261851260942,0.323988124482211,0.1403856640838365,-0.00625687477485391,0.01488619324679217,0.006366164502347749
wircam_J_1659151p_fixed.fits.fz.fcat,13BQ06,21:31:24.50,21:31:49.92,1:52:59.39,1:53:24.81,1.144,60.8227,307.4203,294.587120000,35.0948970000,2456579.765775515,0.9324234913985703,0.32399453306891,0.1403884047138649,-0.00625753907528294,0.0148865672616815,0.006366146998146009
wircam_J_1659152p_fixed.fits.fz.fcat,13BQ06,21:32:03.16,21:32:28.43,1:53:36.09,1:54:01.36,1.146,60.6910,307.4052,294.595290000,35.1415340000,2456579.766221715,0.9324206991308189,0.324001175541416,0.1403912452846051,-0.00625822873862832,0.01488695335876622,0.006366128857227553
wircam_J_1659153p_fixed.fits.fz.fcat,13BQ06,21:32:38.75,21:33:04.07,1:54:10.71,1:54:36.03,1.147,60.5919,307.2594,294.599340000,35.1165350000,2456579.766632615,0.9324181274939594,0.3240072926633609,0.1403938611235192,-0.00625886490895693,0.01488730752307561,0.006366112152777259
wircam_J_1659154p_fixed.fits.fz.fcat,13BQ06,21:33:18.66,21:33:43.93,1:54:54.53,1:55:19.80,1.148,60.4531,307.1431,294.583050000,35.1198760000,2456579.767093215,0.9324152444963105,0.324014149848323,0.1403967933504623,-0.00625957928307974,0.01488770288229553,0.006366093414799185
wircam_J_1659155p_fixed.fits.fz.fcat,13BQ06,21:33:53.90,21:34:19.32,1:55:23.41,1:55:48.83,1.150,60.3581,307.0894,294.609570000,35.1332330000,2456579.767500015,0.9324126979709245,0.3240202062367165,0.1403993830739351,-0.00626021124094344,0.01488805064859336,0.006366076877789964
wircam_J_1659156p_fixed.fits.fz.fcat,13BQ06,21:34:33.21,21:34:58.53,1:56:11.53,1:56:36.85,1.151,60.2199,306.9025,294.572890000,35.1032380000,2456579.767953715,0.9324098575529903,0.3240269610329719,0.1404022713588231,-0.00626091722538718,0.01488843693955722,0.006366058430630597
wircam_J_1659158p_fixed.fits.fz.fcat,13BQ06,21:35:46.56,21:36:11.97,1:57:20.47,1:57:45.88,1.154,59.9979,306.7469,294.591220000,35.1182120000,2456579.768800315,0.9324045565017357,0.3240395658873441,0.1404076608493284,-0.00626223791245132,0.01488915332737926,0.006366024021489908
wircam_J_1659159p_fixed.fits.fz.fcat,13BQ06,21:36:25.86,21:36:51.03,1:57:56.84,1:58:22.01,1.155,59.8806,306.6699,294.603440000,35.1282050000,2456579.769253915,0.9324017157898119,0.3240463196938347,0.1404105484736307,-0.00626294724571654,0.01488953475814564,0.006366005587549574
wircam_H2_1659161p_fixed.fits.fz.fcat,13BQ06,21:37:55.60,21:38:05.73,1:59:29.51,1:59:39.64,1.159,59.5908,306.4107,294.591300000,35.1182480000,2456579.770203009,0.9323957709556161,0.3240604516453249,0.1404165903958678,-0.00626443539147997,0.01489032745944029,0.006365967016616929
wircam_H2_1659162p_fixed.fits.fz.fcat,13BQ06,21:38:20.72,21:38:30.89,2:00:01.97,2:00:12.14,1.160,59.4922,306.3127,294.560690000,35.1099240000,2456579.770492909,0.9323939548297595,0.3240647683861999,0.1404184358880161,-0.00626489095457864,0.01489056813395232,0.006365955238459283
wircam_H2_1659163p_fixed.fits.fz.fcat,13BQ06,21:38:43.63,21:38:53.81,2:00:15.09,2:00:25.27,1.160,59.4565,306.2484,294.601460000,35.0932420000,2456579.770757309,0.9323922983376223,0.324068705481332,0.1404201190451463,-0.00626530691345699,0.01489078702349936,0.006365944495792489
wircam_H2_1659164p_fixed.fits.fz.fcat,13BQ06,21:39:07.04,21:39:17.22,2:00:33.62,2:00:43.80,1.161,59.3867,306.2636,294.621860000,35.1265490000,2456579.771027609,0.93239060476765,0.3240727304912302,0.1404218397584523,-0.00626573265441914,0.01489101020923185,0.006365933506370426
wircam_H2_1659165p_fixed.fits.fz.fcat,13BQ06,21:39:27.04,21:39:37.22,2:01:03.40,2:01:13.58,1.162,59.2860,306.2197,294.581120000,35.1432710000,2456579.771258409,0.9323891585945713,0.3240761673583934,0.1404233090148488,-0.00626609633643167,0.01489120032535225,0.006365924134076632
wircam_H2_1659166p_fixed.fits.fz.fcat,13BQ06,21:39:50.21,21:40:00.28,2:01:29.02,2:01:39.09,1.163,59.2084,306.1413,294.570960000,35.1349240000,2456579.771525809,0.9323874829840155,0.3240801492947294,0.1404250112615014,-0.0062665182350618,0.01489142001685391,0.006365913268032204
wircam_H2_1659167p_fixed.fits.fz.fcat,13BQ06,21:40:12.22,21:40:22.54,2:01:41.24,2:01:51.56,1.163,59.1818,306.0513,294.611680000,35.1015670000,2456579.771779809,0.9323858912374595,0.3240839317418424,0.1404266282021518,-0.00626691933574802,0.01489162817695319,0.006365902948374439
wircam_H2_1659168p_fixed.fits.fz.fcat,13BQ06,21:40:32.72,21:40:42.70,2:02:03.21,2:02:13.19,1.164,59.1001,306.0643,294.605590000,35.1382580000,2456579.772016509,0.9323844078133926,0.3240874566131094,0.1404281350102277,-0.00626729345198327,0.01489182168155216,0.006365893329325375
wircam_H2_1659169p_fixed.fits.fz.fcat,13BQ06,21:40:57.14,21:41:07.16,2:02:34.47,2:02:44.49,1.165,59.0135,305.9145,294.577000000,35.0982370000,2456579.772298309,0.9323826416272903,0.3240916531608352,0.1404299289173507,-0.00626773928587428,0.01489205143273729,0.006365881886049878
wircam_H2_1659170p_fixed.fits.fz.fcat,13BQ06,21:41:20.05,21:41:30.22,2:02:59.83,2:03:10.00,1.166,58.9237,305.8983,294.566840000,35.1232610000,2456579.772562809,0.9323809837548671,0.3240955921368728,0.1404316126916781,-0.00626815820581583,0.01489226648435867,0.006365871134570394
wircam_H2_1659171p_fixed.fits.fz.fcat,13BQ06,21:41:40.05,21:41:50.23,2:03:08.10,2:03:18.28,1.167,58.9006,305.8610,294.615720000,35.1132440000,2456579.772793709,0.9323795363948671,0.324099030782905,0.1404330825702701,-0.0062685241615019,0.01489245376719984,0.006365861757870256
wircam_H2_1659172p_fixed.fits.fz.fcat,13BQ06,21:42:04.67,21:42:14.89,2:03:40.05,2:03:50.27,1.168,58.7946,305.8164,294.585150000,35.1299160000,2456579.773077809,0.9323777554431657,0.324103261761607,0.1404348911099238,-0.00626897487762212,0.01489268358888647,0.006365850211045672
wircam_H2_1659173p_fixed.fits.fz.fcat,13BQ06,21:42:27.83,21:42:37.81,2:04:00.27,2:04:10.25,1.169,58.7394,305.7262,294.597400000,35.1065970000,2456579.773345109,0.9323760796894138,0.3241072426048385,0.140436592700269,-0.00626939943768405,0.01489289919570719,0.006365839353813931
wircam_H2_1659174p_fixed.fits.fz.fcat,13BQ06,21:42:50.59,21:43:00.82,2:04:21.57,2:04:31.80,1.170,58.6631,305.7144,294.603550000,35.1282350000,2456579.773607909,0.9323744320363636,0.3241111564865427,0.1404382656414505,-0.00626981715910003,0.0148931105988757,0.006365828683851814
wircam_H2_1659175p_fixed.fits.fz.fcat,13BQ06,21:43:13.55,21:43:23.68,2:04:50.40,2:05:00.53,1.171,58.5779,305.6105,294.579080000,35.1082550000,2456579.773872909,0.9323727704789861,0.3241151031889639,0.1404399525845939,-0.00627023882860026,0.01489332322700784,0.006365817916950127
wircam_H2_1659176p_fixed.fits.fz.fcat,13BQ06,21:43:37.61,21:43:47.79,2:05:12.51,2:05:22.69,1.172,58.5121,305.5358,294.587230000,35.0949000000,2456579.774150609,0.932371029172239,0.3241192390957491,0.1404417203706924,-0.00627068113741604,0.01489354537724949,0.00636580663891253
wircam_H2_1659177p_fixed.fits.fz.fcat,13BQ06,21:43:59.57,21:44:09.80,2:05:32.50,2:05:42.73,1.173,58.4315,305.5734,294.595420000,35.1415930000,2456579.774404109,0.932369439503399,0.3241230146350714,0.1404433341013376,-0.00627108525204158,0.01489374763725408,0.006365796343489657
wircam_H2_1659178p_fixed.fits.fz.fcat,13BQ06,21:44:22.69,21:44:32.86,2:05:54.65,2:06:04.82,1.173,58.3701,305.4778,294.599470000,35.1165690000,2456579.774670909,0.9323677663210721,0.3241269883152914,0.1404450324943662,-0.00627151088725146,0.01489395991287871,0.006365785501680121
wircam_H2_1659179p_fixed.fits.fz.fcat,13BQ06,21:44:48.00,21:44:58.33,2:06:23.87,2:06:34.20,1.175,58.2764,305.4179,294.583110000,35.1199270000,2456579.774963109,0.9323659337174144,0.3241313403642376,0.1404468925751482,-0.00627197773059091,0.01489419170860748,0.006365773639801937
wircam_H2_1659180p_fixed.fits.fz.fcat,13BQ06,21:45:10.36,21:45:20.44,2:06:39.87,2:06:49.95,1.175,58.2215,305.4066,294.609680000,35.1332690000,2456579.775221209,0.9323643148667394,0.3241351845814904,0.1404485355799771,-0.0062723902525209,0.01489439588096539,0.00636576316592213
wircam_H2_1659181p_fixed.fits.fz.fcat,13BQ06,21:45:34.73,21:45:44.96,2:07:13.04,2:07:23.27,1.176,58.1241,305.2761,294.572930000,35.1032350000,2456579.775502409,0.9323625510073246,0.3241393729168441,0.1404503256309849,-0.00627284026362607,0.01489461769191854,0.00636575173366249
wircam_H2_1707450p_fixed.fits.fz.fcat,14AQ08,19:51:38.47,19:51:48.64,0:13:12.38,0:13:22.55,1.038,74.4467,349.9440,294.591220000,35.1185300000,2456787.128664843,-0.6643189759108807,-0.697780110819349,-0.302584196514284,0.01287946888829312,-0.01034649795311747,-0.00453740391986068
wircam_H2_1707451p_fixed.fits.fz.fcat,14AQ08,19:52:00.27,19:52:10.45,0:13:41.52,0:13:51.70,1.038,74.4352,349.5842,294.560610000,35.1102180000,2456787.128916643,-0.6643157328781686,-0.6977827160164235,-0.302585339029786,0.01287932975357339,-0.01034609239321107,-0.0045373817647628
wircam_H2_1707452p_fixed.fits.fz.fcat,14AQ08,19:52:22.03,19:52:32.01,0:13:53.49,0:14:03.47,1.038,74.4429,349.4178,294.601420000,35.0935170000,2456787.129167743,-0.6643124988959807,-0.6977853138694369,-0.3025864783635717,0.01287919039853645,-0.0103456881552079,-0.00453735971541717
wircam_H2_1707453p_fixed.fits.fz.fcat,14AQ08,19:52:44.74,19:52:54.92,0:14:11.32,0:14:21.50,1.038,74.3965,349.2209,294.621780000,35.1268960000,2456787.129429843,-0.6643091232792847,-0.6977880254190595,-0.3025876676025401,0.01287904431941849,-0.01034526651214572,-0.00453733665261241
wircam_H2_1707454p_fixed.fits.fz.fcat,14AQ08,19:53:05.50,19:53:15.67,0:14:41.86,0:14:52.03,1.038,74.3577,348.8650,294.581050000,35.1435430000,2456787.129669443,-0.6643060374763388,-0.697790504098758,-0.3025887547458725,0.0128789102696198,-0.01034488140648841,-0.00453731560350688
wircam_H2_1707455p_fixed.fits.fz.fcat,14AQ08,19:53:27.16,19:53:37.13,0:15:05.96,0:15:15.93,1.039,74.3471,348.5561,294.570860000,35.1352370000,2456787.129919443,-0.6643028177662524,-0.6977930902689583,-0.3025898890720456,0.0128787698482476,-0.01034447986516779,-0.00453729362025641
wircam_H2_1707456p_fixed.fits.fz.fcat,14AQ08,19:53:50.82,19:54:01.00,0:15:19.84,0:15:30.02,1.039,74.3687,348.3522,294.611590000,35.1018520000,2456787.130192543,-0.664299300595238,-0.697795915286534,-0.302591128203648,0.01287861579364691,-0.01034404154849973,-0.004537269601275
wircam_H2_1707457p_fixed.fits.fz.fcat,14AQ08,19:54:11.47,19:54:21.60,0:15:41.96,0:15:52.09,1.039,74.3152,348.1200,294.605490000,35.1385300000,2456787.130430943,-0.664296230349349,-0.6977983812604217,-0.3025922098862074,0.01287848087139209,-0.0103436592012138,-0.00453724864470269
wircam_H2_1707458p_fixed.fits.fz.fcat,14AQ08,19:54:34.08,19:54:44.06,0:16:11.41,0:16:21.39,1.039,74.3301,347.7174,294.576980000,35.0985540000,2456787.130691943,-0.6642928690851797,-0.6978010809008988,-0.3025933941051145,0.01287833251860061,-0.01034324095103654,-0.00453722570086922
wircam_H2_1707459p_fixed.fits.fz.fcat,14AQ08,19:54:55.99,19:55:06.17,0:16:35.77,0:16:45.95,1.039,74.2850,347.4418,294.566760000,35.1235370000,2456787.130944843,-0.6642896121730666,-0.6978036966553709,-0.3025945415667038,0.01287818816676952,-0.0103428359463295,-0.00453720345764446
wircam_H2_1707460p_fixed.fits.fz.fcat,14AQ08,19:55:15.75,19:55:25.72,0:16:43.79,0:16:53.76,1.039,74.2887,347.3432,294.615650000,35.1135240000,2456787.131172843,-0.6642866759610807,-0.6978060547803492,-0.3025955760467946,0.01287805756273187,-0.01034247115391826,-0.00453718340437268
wircam_H2_1707461p_fixed.fits.fz.fcat,14AQ08,19:55:36.70,19:55:46.28,0:17:12.08,0:17:21.66,1.039,74.2477,347.0137,294.585140000,35.1302170000,2456787.131414743,-0.6642835607757502,-0.6978085565773411,-0.3025966735888945,0.01287791849851364,-0.01034208432097408,-0.00453716215257533
wircam_H2_1707462p_fixed.fits.fz.fcat,14AQ08,19:55:57.81,19:56:07.79,0:17:30.26,0:17:40.24,1.039,74.2542,346.7714,294.597370000,35.1068620000,2456787.131658343,-0.6642804237319194,-0.6978110758616666,-0.3025977788389808,0.01287777792732574,-0.01034169509979143,-0.00453714072452421
wircam_H2_1707463p_fixed.fits.fz.fcat,14AQ08,19:56:18.26,19:56:28.24,0:17:49.24,0:17:59.22,1.039,74.2156,346.5549,294.603450000,35.1285230000,2456787.131894443,-0.664277383304672,-0.6978135174913784,-0.3025988500554564,0.01287764119846986,-0.01034131809299448,-0.00453711995301836
wircam_H2_1707464p_fixed.fits.fz.fcat,14AQ08,19:56:38.62,19:56:48.79,0:18:15.47,0:18:25.64,1.039,74.2104,346.2239,294.578990000,35.1085350000,2456787.132129343,-0.6642743583627951,-0.6978159466229669,-0.3025999158225022,0.01287750471636925,-0.01034094331580763,-0.00453709929167111
wircam_H2_1707465p_fixed.fits.fz.fcat,14AQ08,19:57:00.33,19:57:10.45,0:18:35.22,0:18:45.34,1.039,74.2049,345.9677,294.587150000,35.0951990000,2456787.132379944,-0.6642711312784045,-0.6978185380133137,-0.3026010528168332,0.01287735850506097,-0.01034054380140527,-0.00453707725554451
wircam_H2_1707466p_fixed.fits.fz.fcat,14AQ08,19:57:24.59,19:57:34.67,0:18:57.52,0:19:07.60,1.040,74.1387,345.7504,294.595290000,35.1418480000,2456787.132660043,-0.6642675243532382,-0.6978214343371317,-0.3026023236487276,0.01287719444805929,-0.01034009755331792,-0.00453705260204955
wircam_H2_1707467p_fixed.fits.fz.fcat,14AQ08,19:57:45.35,19:57:55.42,0:19:17.31,0:19:27.38,1.040,74.1433,345.4836,294.599380000,35.1168500000,2456787.132899643,-0.6642644389943401,-0.6978239117787897,-0.302603410724003,0.01287705358605269,-0.01033971614898961,-0.00453703155294402
wircam_H2_1707468p_fixed.fits.fz.fcat,14AQ08,19:58:08.06,19:58:18.23,0:19:43.93,0:19:54.10,1.040,74.1137,345.1783,294.583100000,35.1201980000,2456787.133161743,-0.66426106393883,-0.6978266217637745,-0.3026045998769604,0.01287689888812577,-0.01033929929121707,-0.00453700848573292
wircam_H2_1707469p_fixed.fits.fz.fcat,14AQ08,19:58:30.87,19:58:41.00,0:20:00.38,0:20:10.51,1.040,74.0845,344.9931,294.609580000,35.1335230000,2456787.133425043,-0.6642576734719187,-0.6978293440461385,-0.3026057944682333,0.01287674292117176,-0.01033888080309724,-0.00453698532598859
wircam_H2_1707470p_fixed.fits.fz.fcat,14AQ08,19:58:52.58,19:59:02.55,0:20:30.90,0:20:40.87,1.040,74.0812,344.5957,294.572870000,35.1035210000,2456787.133675643,-0.6642544465787873,-0.6978319349198167,-0.3026069314340045,0.01287659382811448,-0.01033848280447724,-0.00453696328986199
wircam_H2_1707472p_fixed.fits.fz.fcat,14AQ08,19:59:53.49,20:00:03.67,0:21:27.40,0:21:37.58,1.040,74.0079,343.9544,294.591220000,35.1185270000,2456787.134378643,-0.6642453944810619,-0.697839202481268,-0.30261012089745,0.01287617282837853,-0.01033736811399745,-0.00453690145122959
wircam_H2_1707473p_fixed.fits.fz.fcat,14AQ08,20:00:15.45,20:00:25.42,0:21:56.70,0:22:06.67,1.040,73.9837,343.6004,294.560600000,35.1102030000,2456787.134632143,-0.6642421303905809,-0.6978418229532318,-0.3026112709991495,0.01287601997230343,-0.01033696673130522,-0.00453687914190967
wircam_H2_1707474p_fixed.fits.fz.fcat,14AQ08,20:00:37.05,20:00:47.23,0:22:08.52,0:22:18.70,1.041,73.9860,343.4372,294.601440000,35.0935360000,2456787.134881543,-0.6642389191300091,-0.6978444009435365,-0.3026124024940718,0.01287586904620702,-0.01033657216963358,-0.00453685718950361
wircam_H2_1707475p_fixed.fits.fz.fcat,14AQ08,20:01:00.97,20:01:10.95,0:22:27.55,0:22:37.53,1.041,73.9323,343.2544,294.621780000,35.1268620000,2456787.135157543,-0.6642353654132939,-0.6978472537772412,-0.3026136546633029,0.0128757013848159,-0.01033613592394722,-0.00453683291054789
wircam_H2_1707476p_fixed.fits.fz.fcat,14AQ08,20:01:24.13,20:01:34.26,0:23:00.49,0:23:10.62,1.041,73.8789,342.8937,294.581010000,35.1435620000,2456787.135424943,-0.6642319224725559,-0.6978500176035081,-0.3026148678092741,0.01287553827958453,-0.01033571360230806,-0.00453680937626432
wircam_H2_1707477p_fixed.fits.fz.fcat,14AQ08,20:01:43.78,20:01:53.76,0:23:22.59,0:23:32.57,1.041,73.8623,342.6359,294.570840000,35.1351900000,2456787.135651744,-0.6642290023161744,-0.6978523617027933,-0.3026158967553922,0.01287539945330888,-0.01033535569260623,-0.00453678943755749
