FILENAME,FILTER,OFFSET_X,OFFSET_Y,OFFSET_R,REF_SRCS,INT_SRCS,INT_REF,QSOGRADE
aligned_p1/11BQ02_SE/interp_wircam_J_1325850p.fits,J       ,59.297237,137.630951,149.861404,2339,2635,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325851p.fits,J       ,-39.038826,275.339020,278.092804,2339,2622,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325826p.fits,J       ,0.000000,0.000000,0.000000,2537,2537,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325827p.fits,J       ,-295.663879,99.309029,311.896484,2537,2467,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325828p.fits,J       ,98.772621,294.979492,311.077057,2537,2388,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SW/interp_wircam_J_1325829p.fits,J       ,296.833008,-99.513023,313.069763,2537,2686,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325830p.fits,J       ,-98.505058,-295.839355,311.807922,2537,2659,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325831p.fits,J       ,-197.123352,-197.081757,278.745117,2537,2643,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SW/interp_wircam_J_1325832p.fits,J       ,197.661896,196.726257,278.875336,2537,2479,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325833p.fits,J       ,138.761551,-237.282745,274.877899,2537,2635,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325834p.fits,J       ,-137.806580,236.319824,273.564819,2537,2487,wircam_J_1325826p.fits,3
aligned_p1/11BQ02_SW/interp_wircam_J_1325835p.fits,J       ,-236.584518,-58.556232,243.723343,2537,2511,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325836p.fits,J       ,237.179398,58.070545,244.184875,2537,2509,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325837p.fits,J       ,-58.840923,-138.166321,150.173859,2537,2590,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SW/interp_wircam_J_1325838p.fits,J       ,59.223274,137.957794,150.132446,2537,2465,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SW/interp_wircam_J_1325839p.fits,J       ,118.761383,-118.757896,167.951492,2537,2476,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SW/interp_wircam_J_1325840p.fits,J       ,-118.575302,118.323959,167.513168,2537,2551,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325841p.fits,J       ,-39.736900,275.888214,278.735229,2537,2525,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SW/interp_wircam_J_1325842p.fits,J       ,39.781742,-276.216095,279.066132,2537,2712,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325843p.fits,J       ,78.891365,19.221403,81.199203,2537,2624,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325844p.fits,J       ,-79.027641,-19.574680,81.415825,2537,2594,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325845p.fits,J       ,178.213531,-178.216858,252.034348,2537,2550,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325846p.fits,J       ,-177.594330,177.220596,250.892181,2537,2582,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SW/interp_wircam_J_1325848p.fits,J       ,-197.176498,-196.844559,278.615051,2537,2603,wircam_J_1325826p.fits,1
