filename,jdtdb,x,y,z,vx,vy,vz,lighttime,range,range_rate
SPITZER_I1_3954944_0010_0000_7_cbcd.fits,2453024.565022992,-0.422321370787838,0.8994272009493907,0.007331418285074776,-0.01560466875768864,-0.007467687622497137,-0.0003195075210410504,0.005738954391394767,0.9936691500322654,-0.000129619319174388
SPITZER_I2_3954944_0010_0000_7_cbcd.fits,2453024.565022992,-0.422321370787838,0.8994272009493907,0.007331418285074776,-0.01560466875768864,-0.007467687622497137,-0.0003195075210410504,0.005738954391394767,0.9936691500322654,-0.000129619319174388
SPITZER_I2_3954944_0011_0000_7_cbcd.fits,2453024.565055179,-0.422321873062104,0.8994269605835078,0.007331408000944644,-0.01560466467769212,-0.007467696280136909,-0.0003195075925643888,0.005738954367298658,0.9936691458601536,-0.0001296191933425831
SPITZER_I1_3954944_0011_0000_7_cbcd.fits,2453024.565055179,-0.422321873062104,0.8994269605835078,0.007331408000944644,-0.01560466467769212,-0.007467696280136909,-0.0003195075925643888,0.005738954367298658,0.9936691458601536,-0.0001296191933425831
SPITZER_I1_3954944_0012_0000_7_cbcd.fits,2453024.565527633,-0.4223292455324628,0.8994234324113426,0.007331257048092109,-0.01560460479010074,-0.007467823358506676,-0.0003195086423873346,0.005738954013613679,0.9936690846214977,-0.0001296173463519442
SPITZER_I2_3954944_0012_0000_7_cbcd.fits,2453024.565527633,-0.4223292455324628,0.8994234324113426,0.007331257048092109,-0.01560460479010074,-0.007467823358506676,-0.0003195086423873346,0.005738954013613679,0.9936690846214977,-0.0001296173463519442
SPITZER_I2_3954944_0013_0000_7_cbcd.fits,2453024.565559832,-0.4223297479863312,0.8994231919541539,0.007331246760206303,-0.01560460070855232,-0.007467832019242856,-0.0003195087139349875,0.005738953989509222,0.9936690804479406,-0.0001296172204738907
SPITZER_I1_3954944_0013_0000_7_cbcd.fits,2453024.565559832,-0.4223297479863312,0.8994231919541539,0.007331246760206303,-0.01560460070855232,-0.007467832019242856,-0.0003195087139349875,0.005738953989509222,0.9936690804479406,-0.0001296172204738907
SPITZER_I1_3954944_0014_0000_7_cbcd.fits,2453024.566046116,-0.4223373362467093,0.8994195604314335,0.007331091387810149,-0.01560453906664546,-0.007467962817168309,-0.0003195097944666406,0.005738953625476093,0.9936690174175582,-0.000129615319403146
SPITZER_I2_3954944_0014_0000_7_cbcd.fits,2453024.566046116,-0.4223373362467093,0.8994195604314335,0.007331091387810149,-0.01560453906664546,-0.007467962817168309,-0.0003195097944666406,0.005738953625476093,0.9936690174175582,-0.000129615319403146
SPITZER_I1_3954944_0015_0000_7_cbcd.fits,2453024.566082922,-0.4223379105852308,0.8994192855663966,0.007331079627973213,-0.01560453440105179,-0.007467972716972238,-0.0003195098762489283,0.005738953597923395,0.9936690126469566,-0.0001296151755145945
SPITZER_I2_3954944_0015_0000_7_cbcd.fits,2453024.566082922,-0.4223379105852308,0.8994192855663966,0.007331079627973213,-0.01560453440105179,-0.007467972716972238,-0.0003195098762489283,0.005738953597923395,0.9936690126469566,-0.0001296151755145945
SPITZER_I2_3954944_0016_0000_7_cbcd.fits,2453024.566559936,-0.4223453541466238,0.8994157232109173,0.007330927217150145,-0.01560447393316673,-0.007468101020748243,-0.0003195109361569624,0.00573895324083602,0.9936689508191939,-0.0001296133106758361
